gene_id	length	tb_0h_1_NumReads	tb_0h_2_NumReads	tb_0h_3_NumReads	tb_0h_4_NumReads	DMSO_d1_1_NumReads	DMSO_d1_2_NumReads	DMSO_d1_3_NumReads	DMSO_d1_4_NumReads	DMSO_d2_1_NumReads	DMSO_d2_2_NumReads	DMSO_d2_3_NumReads	DMSO_d2_4_NumReads	DMSO_d3_1_NumReads	DMSO_d3_2_NumReads	DMSO_d3_3_NumReads	DMSO_d3_4_NumReads	DMSO_d4_1_NumReads	DMSO_d4_2_NumReads	DMSO_d4_3_NumReads	DMSO_d4_4_NumReads	pel_d1_1_NumReads	pel_d1_2_NumReads	pel_d1_3_NumReads	pel_d1_4_NumReads	pel_d2_1_NumReads	pel_d2_2_NumReads	pel_d2_3_NumReads	pel_d2_4_NumReads	pel_d3_1_NumReads	pel_d3_2_NumReads	pel_d3_3_NumReads	pel_d3_4_NumReads	pel_d4_1_NumReads	pel_d4_2_NumReads	pel_d4_3_NumReads	pel_d4_4_NumReads	phago_4h_1_NumReads	phago_4h_2_NumReads	phago_4h_3_NumReads	phago_4h_4_NumReads	tb_0h_1_TPM	tb_0h_2_TPM	tb_0h_3_TPM	tb_0h_4_TPM	DMSO_d1_1_TPM	DMSO_d1_2_TPM	DMSO_d1_3_TPM	DMSO_d1_4_TPM	DMSO_d2_1_TPM	DMSO_d2_2_TPM	DMSO_d2_3_TPM	DMSO_d2_4_TPM	DMSO_d3_1_TPM	DMSO_d3_2_TPM	DMSO_d3_3_TPM	DMSO_d3_4_TPM	DMSO_d4_1_TPM	DMSO_d4_2_TPM	DMSO_d4_3_TPM	DMSO_d4_4_TPM	pel_d1_1_TPM	pel_d1_2_TPM	pel_d1_3_TPM	pel_d1_4_TPM	pel_d2_1_TPM	pel_d2_2_TPM	pel_d2_3_TPM	pel_d2_4_TPM	pel_d3_1_TPM	pel_d3_2_TPM	pel_d3_3_TPM	pel_d3_4_TPM	pel_d4_1_TPM	pel_d4_2_TPM	pel_d4_3_TPM	pel_d4_4_TPM	phago_4h_1_TPM	phago_4h_2_TPM	phago_4h_3_TPM	phago_4h_4_TPM
Rv0891c	858	1922	2144	0	2895	22	17	63	18	16	55	107	47	107	88	181	178	772	321	922	304	38	59	29	13	104	51	63	63	240	164	286	146	1695	761	708	1252	29	20	18	15	55.6865704949101	67.6719589752035	0	95.8051743586636	90.7569403942586	73.4300249564819	144.856104330098	73.2370573766148	71.5327886708211	121.826449367109	127.645298268257	106.370834788436	131.514809528232	144.858839112575	186.069328897738	144.857095233126	173.447863843806	154.793953738261	180.094299652293	256.125058405209	97.0299990968804	120.121245772188	99.8494917544229	65.7247830486934	150.400627244113	115.560164378455	144.146512284101	138.304104494255	162.192182455498	134.917871841462	195.222143669869	144.167537136712	189.387949624522	153.634819552499	156.073207912806	165.902155033785	63.5887520779411	51.998173034717	67.4045031324877	64.0730893448192
Rv0892	1488	1783	2116	1	2417	51	41	85	40	63	151	283	149	412	292	401	528	2226	879	2301	815	125	160	78	57	301	189	178	177	742	597	674	459	3370	1916	1458	2989	45	40	29	24	29.78741312921	38.510928326592	1780.74357073478	46.1212856130693	121.314216696358	102.115805578713	112.693673075546	93.8431828392107	162.408995245823	192.859129119061	194.666776289497	194.444352851511	291.993010181086	277.159351447244	237.697681495789	247.763911708996	288.377366721506	244.411812921291	259.161223149577	395.931861892974	184.041939076479	187.833112579803	154.855566049615	166.16709262714	250.996208067166	246.93584461231	234.83777033279	224.053711524199	289.139175262484	283.194178721908	265.281703293329	261.343477547569	217.118533646287	223.041079964553	185.326267829486	228.379948275101	56.8956645747429	59.9656350319721	62.6179378338769	59.1125921052203
Rv0893c	978	857	874	0	843	5	11	19	10	10	24	48	24	66	45	86	94	424	167	416	114	12	21	9	9	45	22	24	32	116	99	110	71	613	333	282	551	11	10	5	7	21.78343398914	24.2015863263405	0	24.474645228737	18.0957089743154	41.6836626692696	38.3264227738704	35.6949529817857	39.2223496162861	46.637855463237	50.2354983838837	47.6523567411452	71.1677525558999	64.9865190804111	77.5609465743952	67.1113625878429	83.5729908816051	70.6502763454582	71.2870772907365	84.2620015765603	26.8814140216737	37.5090049967643	27.1855925297107	39.9187332627033	57.0922626425122	43.7329817315793	48.1751709182038	61.6301083032146	68.774128900097	71.4511563541664	65.8725024652931	61.5065553638558	60.0885255302893	58.9790352722076	54.5371753344061	64.054217554132	21.1603780449759	22.8090145520384	16.4261144307187	26.2319682757317
Rv0894	1182	275	314	0	309	0	3	1	1	3	4	9	6	13	5	14	8	70	29	54	12	2	6	3	1	8	2	8	2	13	17	13	13	133	62	47	103	2	3	3	4	5.78361791258138	7.19421523861795	0	7.4228158813748	0	9.40623490783241	1.66903737967963	2.95344027209699	9.73590302658066	6.4314470731875	7.79351481907333	9.85702303148054	11.5985592728774	5.97450795832319	10.4470593839434	4.72584603167444	11.4161457949324	10.1511856374048	7.65654107664319	7.33887590541241	3.7069970266775	8.86724846188916	7.49788761817739	3.66991174383567	8.39800456693016	3.28955977030338	13.2868914715181	3.18708999156852	6.37722646329886	10.1518307059117	6.44133976575708	9.31810901665908	10.7870847787874	9.08586958218518	7.52077798604754	9.90728678375563	3.18333329149154	5.66173000809482	8.15469031129081	12.402641998388
Rv0895	1518	254	267	0	261	3	0	7	1	3	2	8	4	11	11	20	32	80	35	109	11	9	4	2	1	16	11	4	5	14	17	28	18	153	108	80	126	8	9	2	2	4.15954973927053	4.76333082419961	0	4.8819847803401	6.9951001489646	0	9.09724326710757	2.29971436206761	7.58092053848376	2.50394283284177	5.39419383173455	5.1168209148924	7.6418601229326	10.2345918938232	11.6209525614729	14.7192358614998	10.1591449874723	9.53965176092492	12.0340291713336	5.23825562813857	12.989141755532	4.60302489325999	3.8921840863793	2.85759926298667	13.0783154125316	14.0878972771688	5.17295972310094	6.20411786896244	5.34764079835155	7.90478517416837	10.8028063690836	10.0462190857626	9.6625017776882	12.3237894447642	9.96782953999741	9.43699576140229	9.9148878802187	13.2256222718737	4.23313304696783	4.82869658830522
Rv0896	1296	36708	40484	0	40443	203	195	375	202	213	421	919	430	911	643	1190	1435	5798	2785	6606	1785	340	456	240	169	812	441	473	456	1781	1544	1936	1195	11863	6399	5958	9278	451	460	327	276	704.109328754248	845.95969147914	0	886.06594914924	554.415661343631	557.624249975898	570.833964925153	544.116676795498	630.444794596221	617.36681239462	725.803139603648	644.281189040676	741.295810906513	700.737868137738	809.888932333949	773.132548567248	862.406760836413	889.111948281283	854.259665586769	995.632337098282	574.756159367729	614.631685052799	547.068096585535	565.659128182968	777.418057028019	661.544176307053	716.484857758988	662.737657691166	796.828541749875	840.921035445463	874.884421631633	781.204641793731	877.524915969042	855.262429279524	869.51661371667	813.924934178258	654.698178123029	791.768477366594	810.674375251609	780.505151315224
Rv0897c	1608	3173	3116	0	3100	11	13	23	9	13	24	55	38	59	34	61	89	334	152	385	81	34	47	17	19	53	34	30	32	126	84	115	69	717	401	365	598	27	17	10	10	49.0533197885248	52.4786506875191	0	54.7398161951842	24.2131389484683	29.961899998705	28.2179416691359	19.5389910538357	31.0119995660113	28.3655613451777	35.009424985348	45.889101003522	38.6940454732072	29.8636226155587	33.4601046420171	38.6465757804794	40.0404883270236	39.110538178905	40.1264758124657	36.4136949075453	46.323630755011	51.0583666098456	31.2318726782041	51.2555211088691	40.8971854866221	41.1072226520374	36.6257129648658	37.4839837814328	45.4349929024123	36.8728038896897	41.885347988871	36.3550676990376	42.7467438536342	43.1967043442394	42.9327993876428	42.2814746720445	31.5898316743349	23.5834997476487	19.9810197925907	22.7921685977839
Rv0898c	264	3681	4043	0	4249	13	10	16	15	14	25	56	26	41	30	46	100	354	141	367	115	33	47	25	25	47	31	32	27	113	59	105	68	597	246	249	463	23	22	12	9	346.614133440808	414.735365179305	0	456.993991023273	174.294578711701	140.380930063862	119.563768653414	198.350363728332	203.421367782647	179.970891110502	217.116301727316	191.241181694104	163.778956725578	160.497009244046	153.68709762548	264.486269386325	258.486745274999	220.979219004854	232.979908796392	314.890594009693	273.854405345801	310.991869350878	279.750731208512	410.779894054334	220.900921264791	228.287971786849	237.956147262643	192.637859831284	248.187829194923	157.746962960978	232.935512333366	218.226203474065	216.790542335681	161.407408977954	178.392999298641	199.393983855502	163.905490269865	185.893468599113	146.04309012039	124.942524222397
Rv0899	981	3202	3163	0	2895	37	20	52	22	16	59	83	58	104	59	102	123	610	223	654	129	37	60	25	13	102	51	64	49	205	174	178	132	1310	574	543	1044	39	50	23	20	81.1403164314453	87.317529588626	0	83.7929047907578	133.498741069231	75.5567085359015	104.572592767206	78.2887470291642	62.5638457487915	114.300778794585	86.5999054071818	114.807691292249	111.800179902476	84.9439828741167	91.7095724163213	87.5473816464092	119.867037149587	94.0528812057008	111.728784599904	95.0575195638357	82.6308909096401	106.840853027044	75.2846004475507	57.4840610150652	129.013382085546	101.070969456386	128.074256630658	94.0825066929999	121.168802973571	125.196781053154	106.267711233139	114.000520757094	128.018347191909	101.352664557003	104.691930762638	120.994736393899	74.7937299037599	113.696311069794	75.3290556584274	74.7192805407474
Rv0900	153	170	166	0	271	0	1	2	1	0	2	3	0	2	2	2	4	9	6	9	2	0	2	0	1	3	0	2	1	3	4	3	4	44	12	13	16	1	0	1	0	27.6211570612977	29.38244370342	0	50.2927687618449	0	24.2225918541567	25.7882638272069	22.8167738667885	0	24.8430406552537	20.0695741092477	0	13.7853163001921	18.4624010633673	11.5298078355006	18.2547385929385	11.339398596311	16.2254245076572	9.8584221705798	9.4494023095833	0	22.8346136861721	0	28.3518671974756	24.3295132306653	0	25.6619374498929	12.3109162419412	11.3693539662432	18.4536161390044	11.4836555099923	22.1498338012892	27.569644954306	13.5857025251649	16.0706820377703	11.8894985503132	12.296405067134	0	20.999660017311	0
Rv0901	528	1584	1707	0	1351	8	15	33	13	17	37	49	31	54	44	82	86	388	156	475	71	28	23	15	10	51	28	40	30	90	83	110	79	748	406	467	574	24	21	16	12	74.5771240655039	87.5529641801971	0	72.6522572219866	53.6291011420619	105.285697547897	123.300136423833	85.9518242822771	123.505830439465	133.178459421772	94.9883820057005	114.009166009946	107.854434916844	117.697806778967	136.981978318362	113.72909583612	141.656577919067	122.243823279281	150.770376945894	97.2053572812532	116.18065681337	76.0937552667042	83.9252193625537	82.1559788108667	119.850499835152	103.09779371019	148.722592039152	107.021033239602	98.8358611838189	110.957609540349	122.013839793668	126.763750547435	135.811830541951	133.193918790751	167.288214201738	123.598430597255	85.5159079668863	88.7218827404859	97.36206008026	83.295016148265
Rv0902c	1341	3809	3880	0	3890	27	14	52	29	27	56	107	55	117	83	139	181	774	362	903	157	69	84	45	31	100	83	60	80	222	193	244	179	1538	950	902	1319	38	41	27	22	70.6100585546866	78.3563510421924	0	82.3661011471507	71.2655169538809	38.6911198744247	76.499413500842	75.494426284072	77.2338079021365	79.3643446436292	81.6701460955738	79.6426879538342	92.0100473861818	87.4176104040648	91.4259594472749	94.2446822994493	111.263092267159	111.690450134365	112.853571022051	84.6323985378451	112.727540455542	109.42224276461	99.1331450188554	100.278080624628	92.5283500942529	120.330183007227	87.8361617412441	112.368094557315	95.9909214062682	101.587776094083	106.564212652009	113.090510498864	109.950570008433	122.712022249113	127.221393065137	111.828114930232	53.3119306937486	68.2025253920684	64.690227838562	60.1264546096349
Rv0903c	711	4895	4194	0	4291	31	23	48	30	31	62	100	50	105	81	157	168	597	315	724	142	68	74	54	34	101	64	51	78	223	162	223	148	1284	731	720	931	39	21	9	23	171.146283310193	159.746032573314	0	171.362819509099	154.325092737917	119.886498923737	133.184957487347	147.29816040585	167.249394608518	165.725093991376	143.958970403886	136.556507538795	155.739174657234	160.903330786436	194.766184259184	164.985865257697	161.861541988693	183.306219912456	170.657468460613	144.372513767937	209.531359364438	181.809772260788	224.36716872622	207.435180254948	176.260650704862	174.999027780528	140.815821323146	206.63639160524	181.861691502228	160.826768502589	183.690033917218	176.35753748115	173.12721808475	178.090216540321	191.533737236912	148.872700597949	103.196412145694	65.8862926680402	40.670227628463	118.557744503578
Rv0904c	1488	612	599	0	641	6	6	12	9	12	18	39	20	48	23	50	59	260	101	286	43	22	19	14	5	25	20	23	19	51	52	71	66	464	279	242	446	18	20	14	18	10.2242831380126	10.9017230943424	0	12.2315862962257	14.2722607878068	14.9437764261531	15.9096950224301	21.1147161388224	30.9350467134902	22.9898299612126	26.8268702307081	26.099913134431	34.0186031278935	21.8310448057761	29.6381148997243	27.6857401341492	33.6828909917303	28.0837236689994	32.2121294310208	20.8896565170526	32.3913812774603	22.3051821188516	27.7945887781361	14.5760607567667	20.8468611351467	26.1307772076519	30.344206278956	24.0509633839536	19.8734473563163	24.6668296374191	27.9451052430659	37.5788006931146	29.8940651667292	32.4783200992224	30.7606013818489	34.0774362431231	22.7582658298972	29.982817515986	30.229349299113	44.3344440789152
Rv0905	732	3136	2898	0	2817	18	16	30	18	15	50	96	43	118	66	147	194	622	306	725	105	41	63	28	20	109	59	55	48	183	154	199	145	1196	696	689	1026	52	57	37	19	106.499936734709	107.215742012593	0	109.270631082632	87.037393656789	81.0067006270157	80.8525484746446	85.8434361053764	78.6054465670652	129.81506899774	134.23583994382	114.069456420316	170.000068636386	127.345167990358	177.129035538418	185.053671760793	163.801640378952	172.960365345968	165.990509907645	103.691699524218	122.710717149484	150.343470847686	113.000951097996	118.520100579611	184.764704985339	156.698988566542	147.503554399487	123.512799017508	144.959263069601	148.498669216947	159.218059796327	167.825841148087	156.635438117814	164.69880356327	178.028907983989	159.357044350331	133.647812450981	173.70373295327	162.403108412565	95.1292807376359
Rv0906	1119	2279	2494	0	2434	26	13	35	17	17	41	90	43	96	63	99	129	460	276	569	65	20	33	39	13	55	39	31	43	140	131	142	100	969	572	560	748	57	52	27	22	50.628914431124	60.3583860010467	0	61.7615480098815	82.2408736012317	43.0551699713294	61.7051621066546	53.0352357707925	58.27620953712	69.6337774934791	82.3229179280132	74.619161840636	90.4730678361136	79.5170169123315	78.0348522271348	80.494587937629	79.244054533648	102.05052518757	85.2194080929565	41.9903065097435	39.1570195311243	51.5156231016456	102.960269116098	50.3948738657542	60.9868495192281	67.7578759121739	54.3854197161939	72.3802662696433	72.5444033234822	82.6331162363862	74.3204943729795	75.7132388649964	83.0163468192085	88.5438145809007	94.6542955245866	75.9987584948642	95.8328405634275	103.661773374304	77.5242140585448	72.0550273740129
Rv0907	1599	4125	4642	0	4082	33	23	35	27	41	53	106	65	138	96	138	187	751	390	946	178	41	63	29	24	113	68	72	67	258	215	248	170	1687	1007	857	1341	56	47	37	28	64.1297971169905	78.6190746539825	0	72.4856807625041	73.0482690978179	53.3078803844761	43.1820365211673	58.9468998397143	98.357584422379	62.993188453237	67.8524813224471	78.9363226504742	91.0141239406682	84.7954180171168	76.1226900058661	81.6582748409261	90.5378998618529	100.914225596404	99.151435489221	80.4706136645377	56.175262635036	68.8251536338376	53.5777760633489	65.1082278606193	87.6866696362253	82.6771907748294	88.3964674634209	78.9238288906434	93.557197928598	94.9080210901421	90.8350687244417	90.0746055615277	101.143166592769	109.08707388757	101.37123680543	95.3488151213031	65.8884294028792	65.5684279486554	74.3458882789227	64.1772732299327
Rv0908	2394	8847	9921	0	10462	41	32	71	42	50	124	173	118	191	132	243	297	1139	518	1404	333	51	81	47	27	180	99	106	110	362	317	361	236	2331	1294	1165	1966	72	66	38	36	91.8663069628951	112.228345132886	0	124.08470570387	60.618357431253	49.5379322130121	58.5083354124788	61.2450245898007	80.1158269104591	98.4382137242007	73.9656860342072	95.7127641561389	84.1370714788043	77.875240575557	89.5293912940846	86.6242247704384	91.7146094487762	89.5244913624242	98.2877278059309	100.550876831863	46.6719287306126	59.1038779057499	57.9974448259853	48.9229588106815	93.2936221627016	80.3963461155725	86.9225776028327	86.5466668136465	87.6779502609784	93.4647907641866	88.3147792792262	83.5198620401993	93.3443541186163	93.6272820014343	92.0416014337887	93.3672040762616	56.5819541435037	61.4985911154961	50.9991743277552	55.1124918875738
Rv0909	180	4143	4198	0	5578	30	21	39	25	21	51	123	53	187	93	160	185	776	281	861	327	50	62	28	16	91	56	62	53	245	212	233	142	1619	898	533	1575	65	57	37	39	572.172268524783	631.598637752492	0	879.900754725221	589.920112562681	432.373264596696	427.440472935954	484.856444669255	447.527009121824	538.472906202623	699.424657707281	571.762097064935	1095.58801295777	729.726402029594	784.026932814041	717.639410934895	831.051923791861	645.907107275653	801.654029504314	1313.23068597434	608.56534521289	601.692070630634	459.53720113185	385.585393885668	627.295949463987	604.840389766448	676.192051804677	554.606776699449	789.22265449005	831.335407062147	758.11265791799	668.3712349539	862.271975087915	864.1638947882	560.063269016296	994.816636514491	679.376379959152	706.395180676631	660.43930754443	794.079153946793
Rv0910	435	11912	12189	1	14941	31	45	74	49	39	100	176	80	217	142	247	287	1199	469	1260	351	63	97	55	24	136	107	134	86	393	363	364	263	2710	1518	1074	2511	77	96	46	41	680.737702581059	758.839755768605	6091.37111092725	975.254794798497	252.241703302664	383.385160726135	335.60312994441	393.235295814513	343.912381394111	436.894852902737	414.125280930131	357.118811439387	526.076191359401	461.050718968643	500.830997599314	460.680359973864	531.335543881856	446.087274481209	485.442305503033	583.288795668451	317.293379986859	389.527013467218	373.515459048055	239.328865170415	387.929893719298	478.211244125689	604.736829422648	372.383990601061	523.852785161869	589.020337209289	490.074898591946	512.234001339123	597.24147792079	604.470067869666	466.979065218479	656.284945625717	333.020570335415	492.297185807307	339.760016555942	345.434963520621
Rv0911	774	5484	5282	0	6400	15	17	39	18	20	54	83	40	93	59	109	109	576	213	589	293	33	31	21	16	73	56	39	56	166	171	189	120	1210	676	485	1028	39	26	35	28	176.133052702508	184.811372226457	0	234.78302760185	68.5953619258932	81.399174951759	99.4047611478964	81.1852651539218	99.1200463171261	132.592507683273	109.760345225382	100.353154377347	126.712703898859	107.661559689287	124.213569297573	98.3314843392879	143.456577590539	113.86097314385	127.535376219658	273.64809827927	93.4077041489552	69.9641942593761	80.151837406718	89.6710218338763	117.026844648278	140.660555759639	98.9178170306918	136.278979794511	124.357817413715	155.943785221179	143.011570362811	131.353665565784	149.869872280675	151.285749437205	118.51768640556	151.003544088135	94.7967041803468	74.9338012957666	145.288345468605	132.583281517652
Rv0912	450	703	701	0	652	6	6	11	2	1	10	23	14	20	3	26	25	113	60	127	34	15	8	5	3	16	8	11	11	46	44	44	24	255	161	155	233	9	9	4	4	38.8353468281846	42.1868170618863	0	41.1398560115342	47.1936090050145	49.4140873824796	48.2240533568769	15.5154062294162	8.52432398327285	42.2331691139312	52.3146898447722	60.412598935163	46.8700754206533	9.41582454231735	50.9617506329127	38.7913195099943	48.4066326744744	55.1664433260344	47.2985188139595	54.6175453493915	73.0278414255468	31.055074613194	32.8240857951321	28.9189045414251	44.1175173249398	34.5623079866542	47.9878230312997	46.0428267448599	59.2722320106813	69.0165243598763	57.2651621431614	45.1856609546299	54.3247322167803	61.973446352294	65.1480725684997	58.8678796972385	37.62699950543	44.6144324637872	28.5595376235429	32.5776063157658
Rv0913c	1509	12953	13315	0	12401	43	38	84	53	54	129	218	113	255	154	246	297	1462	655	1604	566	93	84	57	43	214	111	151	129	570	423	511	321	3488	1945	1557	3109	90	103	90	61	213.385793686872	238.958886841157	0	233.343202014463	100.861092803957	93.326805195538	109.818014150849	122.611808671828	137.270425973181	162.467559116217	147.868472462966	145.412319220536	178.208785769383	144.138864763108	143.790227737764	137.427696554294	186.765681055476	179.592546613084	178.144105863068	271.13960941196	135.021655120792	97.2400447629833	111.588840377089	123.609631737702	175.9657438035	143.0075616247	196.44391680082	161.020910448769	219.023936248304	197.862753959613	198.327068420085	180.226107932855	221.593574987872	223.266030812415	195.155933410801	234.242917574443	112.207752004264	152.262642272037	191.627116261347	148.153627131838
Rv0914c	1239	5007	5239	0	4407	25	30	53	31	40	54	109	65	105	87	132	166	704	293	784	94	41	73	48	25	107	76	66	67	229	162	218	148	1412	810	832	1294	57	51	45	33	100.459418938923	114.511300660362	0	100.994896746924	71.4188998259905	89.7350255129775	84.3894396185718	87.3445992333961	123.840057868371	82.8301863977828	90.0458131342274	101.871815914535	89.3709065224321	99.173938883972	93.9693297198427	93.5500102468628	109.5318179182	97.8436313228092	106.047659959231	54.843141249567	72.4973728437632	102.921630452323	114.447175653729	87.5269507912381	107.155894834335	119.25251545032	104.573948494358	101.855692006569	107.169237265339	92.2904216346574	103.047039515814	101.202751532767	109.252986597484	113.241600345957	127.008973780345	118.740249293186	86.5512095161222	91.8214711724434	116.693026004186	97.6144983432451
Rv0915c	1272	314	261	0	211	0	3	4	2	3	5	7	4	9	6	13	16	56	35	58	9	6	7	2	3	7	4	4	7	19	14	17	9	107	72	74	98	1	1	5	4	6.13658725276945	5.55679853569311	0	4.71002301613706	0	8.74069941907068	6.20378044899789	5.48894088304817	9.0470419633792	7.47048981968123	5.63273424292564	6.10639477107442	7.46162757286344	6.66214000635661	9.01446060723691	8.78294026641381	8.4867197041573	11.3845844128019	7.64182724857837	5.11471186332398	10.3341285036151	9.61315694099462	4.64491780119794	10.2307445311645	6.82833036426692	6.11361579952609	6.17339061294593	10.3655591942759	8.66108804503906	7.76879830380255	7.82730293015983	5.99455997334417	8.06429848390052	9.80477587901054	11.0034023966882	8.75939176805212	1.47904872269772	1.75371196791616	12.6295125104111	11.5250965739738
Rv0916c	300	269	286	0	260	1	3	6	1	0	2	5	4	8	5	7	9	45	9	57	15	3	3	1	2	6	5	4	4	13	14	19	9	127	54	53	102	0	4	0	1	22.2902737484673	25.817609870969	0	24.6081960805189	11.7984022512536	37.0605655368597	39.4560436556266	11.6365546720621	0	12.6699507341794	17.0591379928605	25.8911138293556	28.122045252392	23.5395613557934	20.5807069863686	20.9473125353969	28.9154664205931	12.4124497483577	31.8427036109727	36.1439638341561	21.908352427664	17.4684794699216	9.84722573853964	28.9189045414251	24.8161034952786	32.4021637374883	26.1751761988907	25.11426913356	25.1262722653975	32.9397048081228	37.092207297275	25.4169342869793	40.5837705384182	31.1791872952535	33.4146565754563	38.6557321617059	0	29.7429549758581	0	12.2166023684122
Rv0917	1782	4708	4503	0	4759	43	31	67	34	45	98	153	64	166	137	154	226	975	330	974	313	61	79	41	41	124	87	78	79	272	245	305	214	1855	1002	712	1825	73	42	47	34	65.6769734568635	68.4329879499972	0	75.8290631618684	85.4093092262468	64.4712419552554	74.1738194423956	66.6065418939583	96.8673179917369	104.516428615284	87.8804078420087	69.7403739511261	98.2377843412683	108.583161809552	76.224840690254	88.5539213056436	105.471678862994	76.6200601750477	91.602555724164	126.970378003264	74.9949213292652	77.4416317690129	67.9690665454756	99.8043001850529	86.3411008253241	94.9154291300162	85.9286087337322	83.5028308733686	88.5048699325061	97.0445848724157	100.240326295135	101.743807284204	99.7943932086824	97.3985087599577	75.5709150680544	116.436771629883	77.0698923652185	52.5759305128805	84.7410522920781	69.9266802232348
Rv0918	477	376	377	0	338	0	3	3	3	4	5	9	9	11	6	12	16	74	26	72	10	4	11	2	3	11	5	8	4	21	19	15	15	124	87	76	149	4	1	3	2	19.5953868963169	21.4039647300772	0	20.1199087450784	0	23.3085317841885	12.4075608979958	21.9557635321927	32.1672603142372	19.9213061858166	19.3122316900308	36.6383686264465	24.3193787559993	17.7657066836176	22.189441494737	23.4211740437702	29.9055837194114	22.5523195986933	25.2970833056387	15.1547018172562	18.3717840064269	40.2837052765489	12.3864474698612	27.2819854164388	28.6139558121661	20.3787193317536	32.9247499357116	15.795137819849	25.5274173959046	28.1156510042378	18.4171833650819	26.6424887704186	24.9214457820228	31.5931667212562	30.1354444017406	35.5142686650277	15.7765197087757	4.67656524777644	20.2072200166577	15.366795431965
Rv0919	501	307	300	0	349	3	1	4	5	7	14	10	6	20	6	9	21	80	32	85	38	6	5	4	5	19	9	4	6	26	26	23	20	184	97	68	172	15	10	5	1	15.2329854212307	16.2164125482406	0	19.7795035285608	21.1947345830903	7.39731847043108	15.7509156309886	34.8399840480902	53.5960489966257	53.107577927698	20.4301053806713	23.255491463493	42.0988701383113	16.9146548664383	15.8448556781281	29.2677021452652	30.781600980006	26.4270387190584	28.4339721287182	54.8291666945283	26.2375478175617	17.4336122454308	23.5861694336279	43.2917732656064	47.056483673682	34.9244878607658	15.6737582029286	22.5577267666706	30.0913440304162	36.6309805394009	26.8868820623172	33.8216025109505	35.2087028104529	33.537160874247	25.671637635646	39.0324406000553	56.3278435710029	44.5253817003864	32.0653491282293	7.31533075952826
Rv0920c	1320	3867	3943	0	4006	32	30	53	24	28	59	93	52	97	73	139	172	656	281	730	222	55	62	37	31	95	44	60	43	186	163	227	144	1302	640	639	1160	55	39	34	20	72.8256916063898	80.8954511452881	0	86.1717076036353	85.8065618272991	84.2285580383175	79.2109967328867	63.4721163930661	81.368547113059	84.9462606041572	72.1136287880012	76.4964726776414	77.4954087921029	78.1085444987689	92.8804633475725	90.9832766688958	95.800737231864	88.0782419012254	92.6841054067389	121.575151078525	91.2848017819335	82.0489187223592	82.8062164377197	101.873413725475	89.300372426192	64.8043274749766	89.2335552234912	61.3587257240386	81.7043119119569	87.161881229286	100.716878666046	92.4252155890156	94.5598948479251	83.9843428828378	91.5607442183387	99.9123202040528	78.3895823029791	65.9076843215038	82.757751068221	55.53001076551
Rv0921	582	1523	1559	0	1654	17	4	15	7	13	19	41	21	39	29	57	62	327	92	411	60	23	22	17	10	46	38	28	25	63	72	73	55	576	331	337	454	15	18	9	11	65.0520961923038	72.5428119617198	0	80.6938071315985	103.388060964594	25.4711790631338	50.845417081993	41.9875684043479	85.6826379761961	62.0435731828372	72.1056348151836	70.066158558823	70.6675106213458	70.3760081771142	86.3844107675265	74.3833549366901	108.308791747239	65.4035152834428	118.351882656084	74.5236367714559	86.5793996282256	66.0320529790853	86.2901224511205	74.5332591273843	98.0705120947437	126.936311548923	94.4465120578532	80.9093722086339	62.7658664837448	87.3217505959073	73.4598788036103	80.064798727598	94.8788531136005	98.5138506560607	109.51895804249	88.6886112867116	48.4884014245231	68.9913904079184	49.684762618277	69.2693948724403
Rv0922	1653	6348	6460	0	5738	55	60	111	48	63	118	239	131	216	149	284	380	1298	724	1779	230	100	138	79	55	213	159	139	175	382	353	447	310	2489	1616	1850	1966	79	82	51	44	95.4659374002457	105.835391320587	0	98.5633317813888	117.769895429936	134.521109026714	132.474919714899	101.371075183118	146.197571037983	135.667349059271	147.990344112293	153.890014139999	137.803125556186	127.310150345307	151.540595906888	160.515804868942	151.370338430852	181.218262105485	180.367974413094	100.582113513078	132.536917287744	145.834855828747	141.185269209552	144.332100705842	159.885966258147	187.003413221802	165.079378023857	199.410031686615	133.997431319026	150.735232010207	158.374406933632	158.887873139012	144.35172252329	169.340480839987	211.680699464419	135.221467972517	89.9132777050504	110.658906897476	99.1290666152919	97.5554454101881
Rv0923c	1065	750	781	0	753	13	8	22	6	7	21	51	18	34	32	70	66	270	109	308	48	18	28	11	8	32	16	19	26	64	73	80	65	589	355	338	490	18	17	5	10	17.5063671515267	19.8596999007454	0	20.0758089367614	43.2054166947316	27.8389224690026	40.7527211466565	19.6674163471473	25.2127892463	37.4745021715165	49.0149880358246	32.8197217555211	33.6672372739904	42.4375190639655	57.9738224968129	43.2714437350923	48.8712108517066	42.3460726939278	48.4682614884092	32.5804744420562	37.0282012861927	45.9265187941602	30.5125304574468	32.5846811734367	37.2824090069914	29.207584214074	35.0231230830228	45.9838730614478	34.8446679303454	48.3822625954319	43.9937225171535	51.7089429938546	53.0194983855569	57.739235731951	60.0273926255872	52.3096071782268	31.7974643707859	35.6077629992668	15.0842628293361	34.4129644180625
