gene_id	length	DMSO_A_S1_NumReads	DMSO_B_S2_NumReads	DMSO_C_S3_NumReads	DMSO_D_S4_NumReads	gef_A_S5_NumReads	gef_B_S6_NumReads	gef_C_S7_NumReads	gef_D_S8_NumReads	pel_A_S9_NumReads	pel_B_S10_NumReads	pel_C_S11_NumReads	pel_D_S12_NumReads	pozi_A_S13_NumReads	pozi_B_S14_NumReads	pozi_C_S15_NumReads	pozi_D_S16_NumReads	DMSO_A_S1_TPM	DMSO_B_S2_TPM	DMSO_C_S3_TPM	DMSO_D_S4_TPM	gef_A_S5_TPM	gef_B_S6_TPM	gef_C_S7_TPM	gef_D_S8_TPM	pel_A_S9_TPM	pel_B_S10_TPM	pel_C_S11_TPM	pel_D_S12_TPM	pozi_A_S13_TPM	pozi_B_S14_TPM	pozi_C_S15_TPM	pozi_D_S16_TPM
Rv0597c	1236	2445	2320	1606	2241	0	2458	1810	3450	3547	2115	2927	1870	2191	1556	3966	1815	193.015621585927	163.581866601181	156.899520310213	124.394591888349	NA	99.6724219306838	131.499627771244	189.660451675532	134.261240195035	123.690399766959	135.215162611317	113.098655935821	132.641279601285	116.003499533265	142.506579605092	139.638824530653
Rv0598c	414	743	651	457	637	0	764	496	856	932	556	770	587	708	521	1331	672	175.11386745324	137.039666431897	133.293939764327	105.564332284196	NA	92.4920959253944	107.583521235924	140.49134806409	105.323069618028	97.0774908535197	106.19682364298	105.991751321951	127.963972160738	115.962441702127	142.783621052869	154.353669161396
Rv0599c	237	149	135	107	135	0	166	110	168	207	167	195	159	170	156	288	158	61.3437031291807	49.6422054799089	54.5167524737569	39.0808081881957	NA	35.1051914218791	41.6781812056281	48.1656130000867	40.8629707001222	50.9345199483247	46.9793937897845	50.1514029177807	53.6729383338861	60.6535495265531	53.9690556745686	63.3952569770018
Rv0600c	507	9	10	9	8	0	7	7	12	11	5	7	7	9	6	19	4	1.73207469619346	1.71892800040009	2.14352767841847	1.08258035393117	NA	0.691992972706179	1.23980818755849	1.60823475359546	1.01506221703131	0.71286310383688	0.788335753777905	1.03210620421766	1.32827912131546	1.09049394915742	1.66435635617044	0.750239727538483
Rv0601c	471	26	17	14	14	0	32	31	23	36	25	36	25	20	16	52	23	5.38622520528949	3.14552875487227	3.58923318268797	2.03931936098818	NA	3.40518471009555	5.91024121439393	3.3180512140263	3.5759342955521	3.83674727861251	4.36418082437195	3.96783322367571	3.17734142253803	3.13025014705059	4.90323957694462	4.64360162570395
Rv0602c	762	12	17	10	17	0	14	10	12	21	10	20	15	11	12	15	8	1.53659120029761	1.94428352171238	1.58467269314401	1.53063649450997	NA	0.920841042420033	1.17844535262871	1.07004595810091	1.28935426207735	0.948613106680572	1.49863602236745	1.47153499870178	1.08017099148094	1.45112974336696	0.874252665331963	0.998350503574831
Rv0603	312	1	7	3	2	0	4	6	8	4	0	5	1	7	2	4	4	0.31273570903493	1.9552806004551	1.16107749247667	0.439798268784538	NA	0.642564903227166	1.72687568981361	1.74225431639508	0.599809491882136	0	0.915032571349353	0.239596083121956	1.6787972227737	0.590684222460268	0.569385069216202	1.21913955725003
Rv0604	951	301	355	210	335	0	406	256	456	589	363	514	311	305	239	547	268	30.8828979041938	32.5322035911683	26.664492571704	24.1680941395163	NA	21.3972085756024	24.1726279524698	32.5807053236278	28.976285674079	27.5911752877483	30.8605559205369	24.4463587145002	23.9979485833176	23.1578028919123	25.5450929160657	26.7979950628336
Rv0605	609	181	213	177	264	0	349	239	221	509	262	438	345	323	244	500	189	28.99968959051	30.4809119361586	35.095426078014	29.7416287382963	NA	28.7223346398192	35.2407406781668	24.6576189704584	39.1028513082177	31.0976872036348	41.065579990252	42.3483126227379	39.6862465217552	36.9192187910142	36.4630832502986	29.5115851444664
Rv0606	744	827	887	605	858	0	1120	749	1110	1975	1202	1966	1221	944	782	1686	854	108.458761543049	103.900187114506	98.1921986917098	79.1211272584313	NA	75.4495563789317	90.4010139339524	101.37391042573	124.194425032854	116.781923538077	150.880015861592	122.680923464349	94.9410116031283	96.8531581537272	100.643402799038	109.15231745637
Rv0607	387	40	52	48	74	0	66	57	36	106	58	88	88	80	59	135	54	10.085120539421	11.7100304399349	14.9769995928774	13.1189437076194	NA	8.54760754990556	13.2259936553167	6.32073658971238	12.8145345707532	10.8333087500916	12.9835319271152	16.9983205638151	15.4679877004177	14.0482108101403	15.4925704879757	13.2687747161167
Rv0608	246	274	365	311	352	0	479	305	381	667	457	608	561	551	449	902	474	108.679472739748	129.307406956926	152.658091124656	98.1715550223438	NA	97.5915037169649	111.334343253837	105.236410111034	126.852392783171	134.284283167399	141.120340369664	170.475535044725	167.598947828962	168.18652714637	162.844129795834	183.227754921334
Rv0609	402	63	130	81	110	0	143	83	84	182	106	180	137	144	137	244	106	15.2913758626631	28.1827225140224	24.3306387975708	18.7734783391609	NA	17.8287784343179	18.5402872568049	14.1980724888315	21.1813322058677	19.0600442419908	25.5662831875521	25.475858151654	26.8034831644552	31.4032417970668	26.9565587993103	25.0742434312022
Rv0609A	228	29	46	41	41	0	70	60	60	91	42	82	68	88	75	120	50	12.4106697164388	17.5828240461978	21.7141860873707	12.3374988032715	NA	15.387738472019	23.6309304921863	17.8810311419495	18.6730165499097	13.3155323974583	20.5352572854402	22.2950460505063	28.8803612459115	30.311427205198	23.3747554730862	20.8537029529611
Rv0610c	1158	1624	1861	1300	1901	0	2300	1682	2189	3580	2185	2975	1978	1932	1653	3327	1515	136.838886821667	140.056561263687	135.559306548226	112.629374263962	NA	99.5476197227578	130.431308578461	128.443862905841	144.637998716034	136.39139587478	146.689677500254	127.68857370773	124.839884669679	131.535888667862	127.598308956839	124.40908590694
Rv0611c	384	1967	1949	1620	2064	0	2260	2247	2881	4469	2742	3098	2606	2770	1992	4045	1894	499.810300983262	442.329862265455	509.422749824139	368.770848375835	NA	294.977450887721	525.455893491098	509.786335249569	544.48643827932	516.155213424691	460.650272231548	507.314756500353	539.76328564358	478.011207025972	467.829904136468	469.025846540787
Rv0612	606	54	71	31	67	0	93	59	76	86	66	83	54	61	49	106	64	8.6946719898028	10.2106025132677	6.17708553753265	7.58543152695709	NA	7.69169275249152	8.74266438341281	8.52152111187296	6.63947536558642	7.87254956455105	7.82035758008675	6.66124555847974	7.53202940684325	7.45080890509289	7.76844183544481	10.0428129864557
Rv0613c	2568	5070	6037	3624	5115	0	6190	4164	7796	9414	5384	7528	4884	4368	3711	7327	4152	192.639351238245	204.876337522452	170.407111606109	136.656008798261	NA	120.811209725911	145.606284799051	206.278026235991	171.509077653083	151.549366058122	167.380836565482	142.172285136255	127.274795057386	133.160649271732	126.716115018487	153.748310145159
Rv0614	993	46	47	24	44	0	66	54	57	84	56	77	47	39	39	89	35	4.52002305747162	4.12490788736493	2.91847877263018	3.04005570688527	NA	3.3312428215644	4.88324968479016	3.90033368111406	3.95765537846098	4.07645704816449	4.42754128783421	3.53820439365596	2.9388008353777	3.61905620286835	3.98053489476221	3.35171298216777
Rv0615	243	170	209	135	225	0	302	204	279	360	223	308	243	240	233	441	194	68.2613251325625	74.955871484113	67.0844773430965	63.5264166022111	NA	62.2891311128359	75.3855856689004	78.014276611913	69.3113190619357	66.3349920846926	72.3711687048457	74.7539779340504	73.9026079019957	88.3546918435631	80.5996197979379	75.9177768736935
Rv0616A	228	159	217	146	221	0	207	166	207	395	226	322	311	328	278	643	184	68.0447063763369	82.9450612614112	77.3236870428323	66.5021276956831	NA	45.5037409101132	65.3789076950487	61.6895574397257	81.0532037056518	71.6502457577521	80.6384493403872	101.967048848639	107.64498282567	112.3543568406	125.249731409953	76.7416268668969
Rv0616c	267	40	36	30	36	0	58	37	69	79	54	58	51	62	41	64	24	14.6177589841046	11.750514555544	13.5676471030982	9.25058830522085	NA	10.8875042029951	12.4438532853985	17.5595744023189	13.8427943407405	14.6193004171132	12.4033179109647	14.27884971774	17.3754165207782	14.1498737335426	10.6455815188288	8.54767509802271
Rv0617	402	522	508	261	506	0	514	380	604	805	567	712	483	428	368	909	455	126.699971433495	110.129407977872	78.3987250143949	86.3580003601401	NA	64.0838609457302	84.8832428624801	102.090902181598	93.6866616797993	101.953255520838	101.128853497428	89.8163466222546	79.6659082943528	84.3532334402962	100.424229297431	107.630007181104
Rv0618	696	157	189	116	197	0	188	139	221	304	196	265	196	201	188	373	168	22.010123522079	23.6656376124049	20.125343202929	19.419368385469	NA	13.5381777886827	17.9337032844437	21.5754165991511	20.4348888958466	20.3559288374938	21.7399117813691	21.0514075791291	21.6093455325501	24.8902110291878	23.8012775916324	22.9534551123627
Rv0619	546	6	9	6	8	0	11	8	15	13	16	9	13	11	14	15	10	1.07223671669119	1.43653268604865	1.32694570568762	1.00525318579323	NA	1.0097448479284	1.31571481128656	1.86670105328044	1.1139319134954	2.11822179425816	0.941176359102192	1.77985661747739	1.50749138371516	2.36273688984107	1.22011086260615	1.74162793892862
Rv0620	1092	9	15	4	9	0	10	9	15	16	10	10	6	13	8	25	5	0.804177537518391	1.19711057170721	0.442315235229208	0.565454917008692	NA	0.458974930876547	0.740089581348691	0.933350526640221	0.685496562151013	0.661944310705674	0.522875755056774	0.410736142494783	0.890790363104412	0.675067682811735	1.01675905217179	0.435406984732155
Rv0621	1065	118	165	117	150	0	192	169	260	413	248	367	250	190	161	356	128	10.8109651303568	13.5020583918751	13.2657191816489	9.66317322963211	NA	9.0357295687606	14.249562030124	16.5882241955362	18.1429699262827	16.8324047369078	19.676035596204	17.5478821441433	13.3493091034239	13.9301642547531	14.8457132413103	11.4290040747271
Rv0622	948	57	75	77	105	0	115	127	146	223	148	208	153	93	92	187	79	5.86676355430084	6.89475076109846	9.80792042168057	7.59904603659361	NA	6.07996538180135	12.0298386661699	10.4645528244236	11.0053652972551	11.2848936412456	12.5278383439425	12.0647242868246	7.3405636250756	8.94251050712001	8.76060191939612	7.92440712212522
Rv0623	255	346	324	254	307	0	418	285	372	671	446	510	434	456	352	657	373	132.393902987211	110.731319517538	120.278521730446	82.5992889750161	NA	82.1575925679157	100.36195185505	99.1240220480776	123.109134063244	126.426690796708	114.196064904399	127.228338915207	133.807192424907	127.198635387209	114.426302968837	139.096652073069
Rv0624	396	680	701	417	615	0	776	469	800	953	629	708	605	745	450	977	579	167.550525325381	154.272485817726	127.155577509415	106.551126028254	NA	98.2150718750856	106.351122028218	137.268521897794	112.59151204436	114.815243637824	102.084361050902	114.207466288133	140.771871017864	104.712203072502	109.572117638106	139.037324960924
Rv0625c	741	325	439	274	390	0	469	354	576	743	462	665	388	415	335	674	282	42.7954128153062	51.6311689383332	44.6505590089274	36.109752594941	NA	31.7224146961622	42.8992276627382	52.8178150654508	46.9114160493081	45.0679558067821	51.2418239955638	39.1424337900291	41.9068178917946	41.6587820050926	40.3963722791284	36.1891952783694
Rv0626	261	176	176	145	196	0	250	155	216	346	241	287	233	204	188	390	187	65.7967174502915	58.767579820575	67.0844773430965	51.5221144304829	NA	48.0077226549032	53.3280385436694	56.2327600050274	62.021680333008	66.7452904739592	62.7859590566333	66.7343940943822	58.4849948741656	66.3738960778343	66.3628115155435	68.13168422241
Rv0627	408	327	319	243	347	0	416	274	473	709	412	593	420	402	283	675	296	78.202323476911	68.139064286448	71.9185058575255	58.3508820731486	NA	51.1028087743016	60.3052079129028	78.7729543493628	81.3006483334948	72.992988520521	82.988071676849	76.9526243438754	73.7260024051711	63.9155074832743	73.4757938584143	68.9889561220314
Rv0628c	1152	625	824	528	704	0	1066	690	1021	1636	1113	1452	943	671	589	1233	599	52.9370340814334	62.3362077145091	55.3446938080546	41.9274349574593	NA	46.3784605673024	53.7849824223198	60.2212019310205	66.4413972570274	69.8371933554196	71.9673117366267	61.1918413123347	43.5837743281398	47.113219701857	47.5347566378463	49.4449986057605
Rv0629c	1728	600	765	465	743	0	804	520	918	1037	564	978	643	605	514	1106	498	33.8797018121174	38.5818761339801	32.4940437130624	29.5000797096518	NA	23.3197512796192	27.0224066276389	36.0973316178105	28.0764991668857	23.5927984740681	32.315900311488	27.8164397057838	26.1978971371332	27.4093887116633	28.4257587680227	27.4052412973497
Rv0630c	3285	907	1004	621	888	0	1140	804	1186	1719	956	1438	959	808	722	1563	733	26.9403963121889	26.6356919996243	22.8271016055139	18.5462327483058	NA	17.3932636818751	21.9778443956553	24.5315772147756	24.4820871508495	21.0361670334797	24.9945116183449	21.8231552020561	18.4047864610724	20.252646984519	21.1312058838429	21.218595143444
Rv0631c	3294	551	653	429	565	0	670	499	889	1144	689	945	538	551	493	1021	518	16.3215000642419	17.2764788105786	15.7263610820702	11.7680083213932	NA	10.1944267889046	13.6032089858177	18.338099393969	16.2483911899292	15.1195797220164	16.3805830805491	12.2093625162475	12.5164970145491	13.79123927777	13.7658433947298	14.9538903069613
Rv0632c	696	2930	3388	2313	3571	0	4867	3221	4334	5964	3788	5070	4030	4123	3475	6844	3327	410.76217783243	424.228466829776	401.292403692885	352.01301778939	NA	350.480379242121	415.571642296353	423.11246851005	400.900254522464	393.409481818503	415.929632949213	432.842717060666	443.260356371663	460.071719821424	436.718348088827	454.560387850183
Rv0633c	840	905	801	539	806	0	1018	701	1229	1508	837	1182	860	901	722	1513	802	105.123874765599	83.1034158879142	77.4825713312765	65.8315180046342	NA	60.7407423522022	74.9381817203403	99.414275760872	83.9904662775528	72.0261604478844	80.3450885220238	76.5338345515278	80.2602117157075	79.2023158858868	79.9945351886677	90.791064456349
Rv0634A	252	195	279	257	359	0	1039	322	308	563	309	446	413	460	420	634	230	75.5033354670045	96.4871120796007	123.147933408399	97.7399295436877	NA	206.645813044984	114.741295834282	83.0474557481654	104.523944549651	88.6343432034897	101.054454260639	122.51346383636	136.58785567601	153.57789783967	111.735041439998	86.7911256232763
Rv0634B	168	253	396	360	457	0	680	404	432	646	499	478	510	633	648	1044	489	146.941106716555	205.424174104956	258.754412609087	186.631536774924	NA	202.866919447434	215.941693402407	174.723218587049	179.900004029506	214.701637177385	162.45749709614	226.931718728367	281.935149922546	355.423135000378	275.98907712151	276.788220194231
Rv0634c	714	1303	1284	932	1436	0	2221	1310	2114	2776	1592	1807	1653	1729	1239	2688	1102	178.064879843451	156.72289931715	157.620335001091	137.985782885206	NA	155.905684461159	164.754582619192	201.17913076962	181.89852893313	161.171758286643	144.504404259278	173.064881687655	181.197239742062	159.901693633068	167.198250913369	146.768010900538
Rv0635	477	1017	1383	1041	1502	0	2240	1476	1568	2520	1460	1969	1674	1979	1607	2825	1258	208.034153919538	252.679172798435	263.528078921372	216.037760912878	NA	235.364653861322	277.864073259066	223.359194876712	247.166779296337	221.247600302782	235.69397462973	262.344148976102	310.443242769445	310.439851356414	263.027253672516	250.790041751787
Rv0636	429	334	516	455	576	0	1340	540	522	926	582	863	715	738	718	1298	536	75.9663467764848	104.823354788035	128.070365836821	92.1177464799615	NA	156.552176422619	113.031863333255	82.6778866507483	100.986107178701	98.0640407932697	114.861543138108	124.589963223417	128.722322120207	154.222280627808	134.374876335024	118.810691397458
Rv0637	501	2715	3323	2941	3543	0	5331	3808	4202	7089	4379	5686	4925	4919	4711	7834	3556	528.766795228161	578.04049039562	708.845920476815	485.189663759211	NA	533.313478902423	682.532967253757	569.894516691003	661.995728663258	631.80245851208	648.02277948744	734.856968712971	734.672684377826	866.473624817586	694.45885292355	674.950700030594
Rv0638	486	3247	4101	2585	3813	0	4621	3144	4489	5729	3304	4679	3391	3923	3155	6604	2797	651.895655015972	735.392413771167	642.27175530335	538.280503342735	NA	476.553104093402	580.912454272115	627.609476184368	551.506315146986	491.414380824718	549.715419431774	521.585883074825	603.999855832352	598.195392202664	603.491937806782	547.273252360105
Rv0639	717	8037	10896	6948	9653	0	12274	9017	9822	14724	9070	13301	9834	10972	9781	19103	8128	1093.72182813987	1324.38295991997	1170.13292530502	923.679413414275	NA	857.982770617013	1129.29481303008	930.801190975824	960.759284185301	914.391591175133	1059.22026450029	1025.28677685279	1145.0420593786	1257.0254550375	1183.2679389463	1077.98462073027
Rv0640	429	6651	7301	4988	7049	0	9040	7214	8834	11999	7295	9710	6920	8316	5754	13499	6170	1512.73105512096	1483.16921183612	1403.98897756937	1127.32290787717	NA	1056.14304094065	1510.02196682611	1399.18860282128	1308.56619874432	1229.17040822492	1292.35872986214	1205.8217419665	1450.48080047648	1235.92618764959	1397.47800897264	1367.65292149686
Rv0641	708	9572	12056	7920	11517	0	13326	10374	13618	17410	10586	15187	10873	12252	10353	22553	8695	1319.17222676171	1484.00589805388	1350.78574717964	1116.0514678083	NA	943.361514451421	1315.76219932002	1306.94174003681	1150.46510421766	1080.79350009297	1224.78505487508	1148.02260180357	1294.87702883537	1347.45082740178	1414.72405981719	1167.84271062506
Rv0642c	906	4829	5071	4034	5535	0	7764	5518	7308	9522	6587	8090	6493	7050	5890	12188	5353	520.069128638034	487.78793954135	537.653208480897	419.14813815088	NA	429.505700745194	546.912586018056	548.083208856947	491.708726901471	525.537315086441	509.848876973836	535.736841860695	582.258336678182	599.055508791824	597.454621899946	561.845712910415
Rv0643c	882	7889	7707	6250	7809	0	10513	8689	11135	15971	11295	12214	9133	9723	7099	14120	7931	872.741118680144	761.521938348677	855.669353866027	607.442188465306	NA	597.406141218731	884.638082967239	857.823209420985	847.171742401665	925.681836785406	790.697696565949	774.06811844862	824.871876234686	741.666324329126	710.995396634871	855.081263749322
Rv0644c	864	1541	1748	1448	1879	0	2522	2018	2580	3455	2343	2814	2175	2307	1916	3546	1765	174.02873497491	176.316652241039	202.371506651674	149.207670994443	NA	146.299534147263	209.735448363751	202.900033930177	187.086411999209	196.021017109012	185.9651195839	188.182756952037	199.796855191294	204.343925181116	182.274395282837	194.258035702097
Rv0645c	861	1647	1614	1177	1829	0	2210	1878	2372	3748	2401	2706	2172	2204	1619	3014	1531	186.647645049391	163.367635873565	165.069888152247	145.74332316223	NA	128.647314771543	195.865008553354	187.19217456571	203.659356672231	201.573344098109	179.450959135485	188.57797917858	191.541654661671	173.270116099251	155.467914857346	169.09083350486
Rv0646c	906	1427	1545	933	1527	0	1540	1076	1759	2548	1591	2071	1443	1305	1034	2337	1229	153.683712273033	148.616124352472	124.35063051876	115.634906405853	NA	85.1930421364759	106.646963130741	131.920958453663	131.576752378171	126.936369865269	130.518791620867	119.061799292312	107.779734661706	105.165262494184	114.55952177389	128.994653683336
Rv0647c	1467	2134	2512	1480	2324	0	2550	1873	3004	4486	2662	3459	2622	2401	1962	4148	1904	141.937244008949	149.229665880133	121.822118365378	108.68863228236	NA	87.1207629528857	114.649478312942	139.138068637752	143.066216554529	131.166227986883	134.629921098949	133.60935933407	122.466369183606	123.239196548643	125.576770848321	123.419804994081
Rv0648	3648	296	335	172	267	0	379	196	388	505	272	271	290	227	182	355	195	7.91715137083165	8.00305170581012	5.69335366924964	5.02151247023399	NA	5.20710078651356	4.82464830882136	7.22691675320459	6.47656137204971	5.38962025611409	4.24165756429444	5.94261337743274	4.6561377860951	4.59723312612169	4.32189489215916	5.08309009478427
Rv0649	675	17	31	14	23	0	25	25	35	53	23	40	24	17	21	41	21	2.45740770477225	4.00242835293159	2.50448715414227	2.33777213096137	NA	1.85629860932292	3.32583466186325	3.52322539537671	3.67349991028259	2.46302123076796	3.3835871082785	2.6579192154329	1.88451650150089	2.8667874263405	2.69761992793098	2.95844532559342
Rv0650	909	20	12	9	6	0	23	12	20	16	14	14	16	9	7	13	15	2.14683259007477	1.15049042403016	1.19556494274825	0.452861583698931	NA	1.26816439646814	1.18544601808987	1.49500370383736	0.82350082053785	1.11328983741126	0.879397639527828	1.31580159179847	0.740855351492779	0.709600848104084	0.635155621765928	1.56918952913371
Rv0651	537	2015	2149	1242	1936	0	1617	1215	1933	2326	1587	1887	1266	1424	1327	2650	1326	366.127906063463	348.760888331455	279.281298972489	247.348443100989	NA	150.920188052941	203.173195684216	244.587199534592	202.648485089743	213.622372109902	200.6405721365	176.235635129437	198.422309260889	227.707117802505	219.165537815622	234.810365227666
Rv0652	393	1841	2137	1176	1789	0	1451	1080	2145	2266	1332	1855	1106	1121	1151	2414	1004	457.081143470716	473.8900794874	361.334406208312	312.317201133496	NA	185.048881978229	246.771854300083	370.860775669288	269.758595600977	244.994179509179	269.508524678958	210.37633484748	213.436090970392	269.875054066351	272.800644918211	242.934496201946
Rv0653c	696	181	203	135	205	0	221	158	305	395	251	330	195	204	151	317	164	25.3747283916962	25.4186478059163	23.4217356240984	20.2079721777723	NA	15.9145600601004	20.3850727981446	29.7760274332176	26.551911558748	26.068051725566	27.0723429730257	20.9440024384193	21.9318730778121	19.9916056670605	20.2278954331032	22.4069442763541
Rv0654	1506	478	536	312	491	0	574	407	702	833	526	635	485	516	398	778	421	30.969556907459	31.0174051769406	25.0163628657922	22.3683852561889	NA	19.1028657684506	24.2679927617631	31.6729340466563	25.8778366039508	25.2467142440142	24.0751996063392	24.0741562403814	25.6377274225748	24.3521925658122	22.9432692830783	26.5830709037029
Rv0655	1080	38962	38005	27932	39766	0	53496	40395	59343	79753	47030	65369	47564	45630	36288	77581	36141	3520.05584534325	3066.78003131381	3123.00603524562	2526.19148260353	NA	2482.61376010848	3358.67727914915	3733.54936853286	3454.8660182166	3147.71436095155	3455.96415126652	3292.22056153257	3161.41499865756	3096.13042044774	3190.30566507338	3182.17775334142
Rv0656c	384	73	99	76	113	0	130	110	140	177	115	170	109	140	116	233	96	18.5491367421343	22.4682690427296	23.8988450534781	20.1894892763902	NA	16.9677294758424	25.7232524628486	24.7726785612425	21.5650256378249	21.6476475360465	25.2777747835259	21.2192281114883	27.2804548700726	27.8359939834401	26.9479277289981	23.7732213663757
Rv0657c	156	263	265	194	289	0	382	307	352	696	454	550	466	466	309	755	379	164.498982952373	148.042674034458	150.166022360316	127.101699678732	NA	122.729896516389	176.716945590926	153.318379842767	208.733703174983	210.365901942263	201.307165696858	223.303549469663	223.519858803584	182.521424740223	214.942863629116	231.026946098881
Rv0658c	717	581	603	462	615	0	793	601	704	1012	670	1143	609	722	588	1617	520	79.0658681285632	73.2932199735447	77.8067661904032	58.848320651588	NA	55.432649266685	75.2696221172315	66.7159477140074	66.0342566962459	67.5460161066526	91.0223864614564	63.4939645213901	75.348192387108	75.5680367612768	100.159360167312	68.9655515230982
Rv0659c	309	1923	2164	1610	2158	0	2200	2010	2378	3779	2253	3422	2062	2591	1946	4049	1548	607.229513799162	610.329585043028	629.161214693507	479.149539125493	NA	356.84186858829	584.119893525303	522.91310618483	572.171668110557	527.043916170134	632.328372334716	498.843697411042	627.427759830087	580.315707176694	581.955764822004	476.387659225237
Rv0660c	246	816	978	658	832	0	1131	711	823	1768	1188	1786	1256	1080	1088	2191	1291	323.658575750491	346.472997270887	322.987215305543	232.04185732554	NA	230.430043223147	259.536780503207	227.321694281841	336.244423449244	349.080368496434	414.540999835889	381.670716606371	328.50610463753	407.543299633075	395.555973816709	499.044370471398
Rv0661c	438	23	11	13	30	0	36	9	45	54	29	29	26	20	18	48	27	5.12372476720241	2.18868983064642	3.58396522791885	4.6992143787937	NA	4.11945718781251	1.84515484665016	6.98095051432275	5.76803100412684	4.78594804370486	3.78046333587623	4.43745074494363	3.41673015985254	3.7868522754987	4.86707237247822	5.86189019992825
Rv0662c	255	39	41	42	38	0	55	30	60	118	61	92	63	66	49	97	70	14.9230121864197	14.0122966056144	19.8885744593651	10.2240162249206	NA	10.81020954841	10.5644159847421	15.9877454916254	21.6495943658164	17.2915429116574	20.6000744533426	18.4686298425301	19.3668304825524	17.7066282215149	16.8939899360384	26.1039293434713
Rv0663	2364	1901	2178	1476	2095	0	2800	2054	2771	3623	2207	3117	2140	2443	1880	3933	1923	78.4633256586825	80.2926974928002	75.3934176840689	60.801552539832	NA	59.3638641560123	78.0220552781778	79.6462274612943	71.7015920257785	67.4837104209114	75.2853498957303	67.6706906848003	77.3269340073531	73.2808243498932	73.8885512790741	77.353476628664
Rv0664	273	16	22	21	19	0	35	15	37	38	19	37	34	19	23	57	17	5.718595822353	7.02304868734894	9.28861993981337	4.77495263251785	NA	6.42564903227166	4.93393054232461	9.20905852951684	6.51221734043462	5.03077676136312	7.73856117484025	9.31001922988174	5.20769750737964	7.76327835233495	9.27284255580672	5.92153499235731
Rv0665	339	119	72	79	106	0	118	74	146	154	75	114	83	142	86	170	109	34.2514790709406	18.5096600963436	28.1398604076352	21.4528146684989	NA	17.4459214433712	19.6018219893887	29.2637052435209	21.2534265973104	15.9921059135088	19.2011082582618	18.3025963673339	31.3432078203818	23.3764587862152	22.2715221764213	30.5755885420053
Rv0666	174	14	13	14	25	0	45	26	21	24	25	25	33	30	24	47	23	7.85074469577341	6.51118071875689	9.71568292555191	9.85754740379138	NA	12.9620851168239	13.4180226013104	8.20061083406649	6.45312280921471	10.3856779783132	8.20374029485627	14.1774785736992	12.9011018104777	12.7098949936278	11.9963543893483	12.5697492281986
Rv0667	3519	39033	45921	30494	43759	0	52821	35584	52717	73379	45711	61236	43183	47144	38582	83931	37386	1082.29270656358	1137.2546349	1046.38058930966	853.151651385009	NA	752.313673987566	908.029416427688	1017.90577183819	975.574542476812	938.95666195625	993.593383132395	917.334762468343	1002.44823920669	1010.2885685337	1059.26301308952	1010.27070645447
Rv0668	3951	46513	53772	33973	49615	0	55853	38936	59813	76324	45293	66573	44153	47698	39256	89285	40298	1148.68087135272	1186.08224737584	1038.2965598073	861.557127941331	NA	708.518311342915	884.929601783424	1028.64308773349	903.778550583687	828.644304782409	962.082337241278	835.386582566977	903.333124299103	915.543501532889	1003.62657063719	969.894482027038
Rv0669c	1914	1334	1341	1075	1431	0	1820	1438	2110	2694	1723	2091	1420	1611	1187	2478	1205	68.0058014555957	61.059394012958	67.8205139283656	51.295092126638	NA	47.6585755810493	67.465442310085	74.9060123804342	65.8511850303955	65.0709932968494	62.3782580237981	55.4601090210823	62.9808333838775	57.1463839296827	57.4989674599709	59.8677779445824
Rv0670	759	1612	1956	1265	1838	0	2186	1572	2275	3433	1971	2876	2302	2124	1716	3534	1737	207.231289123668	224.59119190682	201.25343202929	166.14292228202	NA	144.351062607981	185.983829233365	203.664709120097	211.611840420615	187.710661679811	216.355653929547	226.724186039768	209.395590808481	208.331757069465	206.78805414965	217.623639069273
Rv0671	843	588	611	429	647	0	843	640	925	1470	829	1080	957	893	669	1482	694	68.0584130921852	63.1654044104316	61.4503361854557	52.6568432561815	NA	50.1200624517189	68.1736927129265	74.5573243937751	81.5826291093781	71.0838674097158	73.1505042092238	84.8630568005768	79.2644919539599	73.1271271563979	78.0766743310985	78.2852461602122
Rv0672	1629	1366	1767	1174	1720	0	2248	1439	2233	3792	2067	2600	2173	1849	1754	3122	1531	81.8204157796285	94.5324928662018	87.0245043102711	72.4411734071623	NA	69.1650708357668	79.3239129020092	93.1416216402076	108.906846084058	91.7198814075913	91.132525706396	99.7178600679506	84.9318576033916	99.217544313363	85.1162520044522	89.3721348359022
Rv0673	939	653	744	449	614	0	822	549	1049	1415	809	1004	654	604	566	1012	500	67.8546564600005	69.0514795713437	57.7398025438665	44.862233628603	NA	43.8750706446357	52.5014347101161	75.9077383791683	70.5015693493412	62.2769050604997	61.0505054121496	52.0650708933642	48.131139363648	55.5431886116633	47.8647282466987	50.6351892787554
Rv0674	723	125	180	115	161	0	250	177	244	356	184	326	181	180	186	345	107	16.8695610682742	21.6970082042202	19.2067590733347	15.277971395287	NA	17.3305886762514	21.9836291134779	22.9312476830091	23.0366666259795	18.3960091924578	25.745447551061	18.7143430236005	18.6289768881587	23.7057999984884	21.1924650243541	14.0732209471767
Rv0675	792	144	215	130	201	0	289	132	257	389	190	344	202	149	156	350	156	17.7406438579815	23.6580488236884	19.8204137604603	17.4120132777879	NA	18.2887601623065	14.9662559783846	22.0487563298332	22.9790651549088	17.340935048638	24.8001555095413	19.0660398266139	14.0771871017864	18.1501151992337	19.6265307949524	18.7304168341142
